order_id,customer_id,product_id,order_date,quantity,unit_price,unit_cost,category,region
ORD000147,CUST03749,PROD0340,2025-03-20,4,4004,3259,Home,West
ORD000148,CUST04780,PROD0318,2025-10-02,5,2338,1198,Sports,East
ORD000149,CUST00664,PROD0037,2025-10-26,4,4443,2721,Electronics,West
ORD000150,CUST01999,PROD0223,2025-02-08,1,537,390,Beauty,East
ORD000151,CUST03446,PROD0175,2025-08-19,1,4554,3715,Home,South
ORD000152,CUST03744,PROD0209,2025-11-01,5,1067,617,Fashion,West
ORD000153,CUST01496,PROD0049,2025-11-10,1,3138,2652,Electronics,North
ORD000154,CUST03305,PROD0024,2025-11-11,4,3935,2662,Beauty,East
ORD000155,CUST03764,PROD0338,2025-07-26,1,3711,2223,Electronics,East
ORD000156,CUST01854,PROD0410,2025-02-09,4,913,656,Sports,North
ORD000157,CUST04660,PROD0106,2025-04-16,1,4647,2389,Sports,North
ORD000158,CUST01292,PROD0311,2025-09-28,1,3567,2002,Home,West
ORD000159,CUST03582,PROD0263,2025-10-15,2,4907,3651,Sports,North
ORD000160,CUST03458,PROD0491,2025-02-27,2,2758,1918,Fashion,West
ORD000161,CUST01637,PROD0206,2025-12-17,4,2320,1485,Beauty,North
ORD000162,CUST03697,PROD0169,2025-02-25,5,3312,2004,Sports,East
ORD000163,CUST03000,PROD0497,2025-04-13,2,1367,1066,Electronics,North
ORD000164,CUST03153,PROD0386,2025-02-21,4,3285,1911,Home,West
ORD000165,CUST00699,PROD0158,2025-08-17,4,2236,1876,Beauty,South
ORD000166,CUST02161,PROD0241,2025-07-27,2,1553,913,Home,East
ORD000167,CUST04098,PROD0465,2025-10-11,5,2838,2299,Sports,East
ORD000168,CUST04738,PROD0123,2025-04-06,1,852,496,Fashion,South
ORD000169,CUST00855,PROD0020,2025-09-05,5,3299,1867,Electronics,East
ORD000170,CUST03475,PROD0056,2025-06-14,2,3860,3221,Fashion,North
ORD000171,CUST01708,PROD0458,2025-07-09,4,2255,1281,Sports,East
ORD000172,CUST02778,PROD0280,2025-01-05,2,2441,1820,Sports,East
ORD000173,CUST01734,PROD0108,2025-06-21,2,4977,2623,Beauty,East
ORD000174,CUST04932,PROD0140,2025-11-02,2,4118,2176,Electronics,East
ORD000175,CUST03511,PROD0091,2025-05-09,2,790,441,Sports,South
ORD000176,CUST00203,PROD0271,2025-09-01,5,2198,1517,Sports,East
ORD000177,CUST03256,PROD0329,2025-08-24,3,2166,1708,Fashion,South
ORD000178,CUST04219,PROD0210,2025-09-14,2,3518,2426,Fashion,North
ORD000179,CUST04497,PROD0176,2025-05-23,5,2705,1568,Fashion,North
ORD000180,CUST00767,PROD0061,2025-07-21,5,996,578,Electronics,North
ORD000181,CUST04390,PROD0455,2025-01-01,2,3249,2562,Electronics,South
ORD000182,CUST02328,PROD0284,2025-11-04,5,3254,2338,Fashion,East
ORD000183,CUST02932,PROD0366,2025-08-22,2,4977,2715,Home,South
ORD000184,CUST00198,PROD0484,2025-12-23,4,3674,1874,Fashion,South
ORD000185,CUST01931,PROD0003,2025-02-10,1,3509,2652,Electronics,North
ORD000186,CUST03583,PROD0492,2025-11-15,5,1343,858,Electronics,West
ORD000187,CUST00609,PROD0272,2025-10-04,3,1261,863,Home,South
ORD000188,CUST03273,PROD0164,2025-08-27,3,4747,3662,Electronics,East
ORD000189,CUST01148,PROD0388,2025-08-07,4,1807,1006,Home,West
ORD000190,CUST04283,PROD0483,2025-02-21,5,1363,1096,Sports,East
ORD000191,CUST03398,PROD0009,2025-07-18,4,3620,3073,Home,North
ORD000192,CUST02512,PROD0366,2025-10-19,3,4056,2703,Fashion,West
ORD000193,CUST01795,PROD0012,2025-10-07,4,3621,2504,Electronics,West
ORD000194,CUST00660,PROD0074,2025-04-09,2,4734,3589,Beauty,North
ORD000195,CUST02812,PROD0238,2025-03-09,1,4177,2126,Sports,North
ORD000196,CUST01370,PROD0300,2025-09-06,2,4630,3483,Fashion,North
ORD000197,CUST01987,PROD0108,2025-09-15,5,936,775,Beauty,North
ORD000198,CUST00147,PROD0450,2025-12-21,3,2921,2123,Sports,West
ORD000199,CUST03220,PROD0403,2025-12-04,5,4704,2596,Electronics,South
ORD000200,CUST02912,PROD0013,2025-04-01,4,3973,2704,Sports,South
ORD000201,CUST01735,PROD0234,2025-11-09,1,2578,1303,Electronics,East
ORD000202,CUST01844,PROD0439,2025-11-15,2,762,464,Home,North
ORD000203,CUST00489,PROD0245,2025-04-14,2,4555,2403,Beauty,East
ORD000204,CUST02977,PROD0481,2025-11-23,1,4017,3047,Beauty,West
ORD000205,CUST01960,PROD0321,2025-09-11,1,2773,2121,Beauty,North
ORD000206,CUST02386,PROD0092,2025-10-24,4,4874,3621,Fashion,East
ORD000207,CUST02920,PROD0360,2025-12-17,2,3677,2668,Home,West
ORD000208,CUST04737,PROD0198,2025-09-05,3,1303,754,Sports,West
ORD000209,CUST01803,PROD0116,2025-04-15,1,327,198,Fashion,East
ORD000210,CUST04062,PROD0131,2025-08-14,4,1983,1205,Fashion,East
ORD000211,CUST03370,PROD0365,2025-09-20,1,2924,1763,Beauty,North
ORD000212,CUST00263,PROD0153,2025-02-26,5,4128,3140,Fashion,South
ORD000213,CUST00624,PROD0121,2025-06-22,1,637,437,Fashion,South
ORD000214,CUST01017,PROD0108,2025-05-06,5,2467,1943,Beauty,West
ORD000215,CUST03644,PROD0436,2025-04-03,5,3836,2625,Beauty,South
ORD000216,CUST04977,PROD0016,2025-05-01,3,437,256,Electronics,West
ORD000217,CUST02050,PROD0299,2025-08-13,5,1300,1086,Sports,South
ORD000218,CUST03724,PROD0056,2025-01-03,5,4708,3373,Fashion,West
ORD000219,CUST04549,PROD0452,2025-04-14,5,703,581,Fashion,South
ORD000220,CUST03109,PROD0392,2025-06-09,1,326,272,Sports,South
ORD000221,CUST04091,PROD0103,2025-07-30,1,4556,3631,Electronics,North
ORD000222,CUST02057,PROD0208,2025-11-20,4,2536,1432,Home,North
ORD000223,CUST03171,PROD0428,2025-10-01,2,892,566,Electronics,West
ORD000224,CUST01683,PROD0422,2025-12-05,3,2718,1763,Electronics,East
ORD000225,CUST02256,PROD0151,2025-06-30,1,4778,3075,Home,East
ORD000226,CUST01155,PROD0262,2025-03-17,4,3669,2190,Beauty,South
ORD000227,CUST04500,PROD0043,2025-06-09,4,4829,2668,Sports,North
ORD000228,CUST03192,PROD0300,2025-01-06,3,645,538,Electronics,West
ORD000229,CUST01697,PROD0464,2025-06-15,4,1299,783,Beauty,East
ORD000230,CUST03992,PROD0118,2025-11-07,1,4158,2532,Home,South
ORD000231,CUST04724,PROD0336,2025-10-09,5,2304,1316,Sports,East
ORD000232,CUST04683,PROD0279,2025-07-19,1,4478,2449,Fashion,North
ORD000233,CUST01649,PROD0144,2025-03-15,4,4022,2918,Home,South
ORD000234,CUST01446,PROD0228,2025-08-02,2,3055,1626,Beauty,West
ORD000235,CUST04200,PROD0204,2025-08-14,2,3491,2009,Electronics,North
ORD000236,CUST03924,PROD0229,2025-04-19,5,2967,2057,Fashion,East
ORD000237,CUST00254,PROD0265,2025-04-25,4,1215,718,Electronics,East
ORD000238,CUST03184,PROD0466,2025-09-13,5,4432,3246,Electronics,South
ORD000239,CUST02558,PROD0137,2025-03-27,5,2876,1932,Fashion,South
ORD000240,CUST00099,PROD0240,2025-01-06,5,460,289,Beauty,West
ORD000241,CUST02201,PROD0469,2025-10-19,2,4114,3381,Beauty,North
ORD000242,CUST02962,PROD0186,2025-05-07,3,932,582,Home,North
ORD000243,CUST04974,PROD0449,2025-09-24,4,428,273,Beauty,North
ORD000244,CUST04434,PROD0315,2025-12-04,5,743,588,Beauty,East
ORD000245,CUST03778,PROD0151,2025-02-03,5,1635,1020,Beauty,East
ORD000246,CUST02870,PROD0325,2025-09-16,1,2692,1654,Electronics,North
ORD000247,CUST03235,PROD0403,2025-08-29,1,1747,1080,Electronics,West
ORD000248,CUST03792,PROD0291,2025-04-15,1,1777,1082,Fashion,South
ORD000249,CUST00957,PROD0353,2025-04-25,4,2750,2014,Sports,North
ORD000250,CUST04068,PROD0439,2025-12-24,3,4486,3301,Fashion,East
ORD000251,CUST00161,PROD0110,2025-09-05,4,4662,3764,Electronics,South
ORD000252,CUST04494,PROD0466,2025-10-19,4,826,674,Sports,South
ORD000253,CUST01301,PROD0040,2025-07-28,2,2127,1554,Fashion,North
ORD000254,CUST04912,PROD0142,2025-04-04,4,1900,1018,Beauty,West
ORD000255,CUST03988,PROD0340,2025-01-30,1,3147,1855,Fashion,East
ORD000256,CUST01528,PROD0372,2025-03-03,1,2893,2115,Home,East
ORD000257,CUST01219,PROD0013,2025-08-31,5,2078,1666,Home,South
ORD000258,CUST04497,PROD0053,2025-06-30,5,4587,2601,Home,South
ORD000259,CUST04736,PROD0080,2025-04-17,1,4236,2449,Electronics,South
ORD000260,CUST03105,PROD0233,2025-02-19,4,2717,2000,Sports,East
ORD000261,CUST02736,PROD0351,2025-08-11,4,1296,779,Fashion,West
ORD000262,CUST04556,PROD0039,2025-06-09,3,795,586,Sports,East
ORD000263,CUST00955,PROD0227,2025-04-30,4,4413,3461,Beauty,South
ORD000264,CUST04566,PROD0340,2025-12-05,2,206,119,Electronics,North
ORD000265,CUST03447,PROD0121,2025-09-22,2,2769,2349,Home,South
ORD000266,CUST01046,PROD0065,2025-09-29,4,1256,978,Fashion,West
ORD000267,CUST01694,PROD0440,2025-12-16,5,4662,3793,Beauty,East
ORD000268,CUST03437,PROD0296,2025-10-19,5,1907,1567,Fashion,South
ORD000269,CUST00563,PROD0430,2025-09-24,5,1269,812,Home,East
ORD000270,CUST02486,PROD0205,2025-03-20,2,2316,1510,Electronics,South
ORD000271,CUST03355,PROD0135,2025-08-21,1,3119,2368,Home,West
ORD000272,CUST00226,PROD0045,2025-07-10,3,2544,2048,Beauty,West
ORD000273,CUST04894,PROD0278,2025-03-26,5,3129,1683,Beauty,East
ORD000274,CUST00960,PROD0135,2025-05-04,4,4404,2701,Electronics,West
ORD000275,CUST04549,PROD0378,2025-03-15,1,1984,1409,Sports,South
ORD000276,CUST03068,PROD0468,2025-08-05,3,4793,3268,Electronics,East
ORD000277,CUST00816,PROD0052,2025-12-18,1,2086,1559,Electronics,East
ORD000278,CUST04755,PROD0229,2025-10-16,4,4054,3063,Beauty,East
ORD000279,CUST04643,PROD0356,2025-02-18,1,1565,904,Home,East
ORD000280,CUST03121,PROD0068,2025-06-28,3,204,141,Fashion,North
ORD000281,CUST00017,PROD0198,2025-06-27,4,1724,1223,Electronics,South
ORD000282,CUST01244,PROD0494,2025-01-24,2,1540,814,Fashion,East
ORD000283,CUST02206,PROD0067,2025-10-04,1,1948,1580,Beauty,West
ORD000284,CUST02525,PROD0003,2025-03-22,4,3569,2309,Fashion,East
ORD000285,CUST01070,PROD0058,2025-05-27,1,4715,3568,Sports,East
ORD000286,CUST03445,PROD0376,2025-07-14,4,1027,733,Fashion,South
ORD000287,CUST02566,PROD0451,2025-03-07,5,3949,2783,Beauty,West
ORD000288,CUST01061,PROD0256,2025-03-05,1,2720,1799,Fashion,West
ORD000289,CUST02328,PROD0356,2025-12-31,5,2074,1093,Sports,North
ORD000290,CUST03421,PROD0438,2025-02-01,5,1075,596,Electronics,North
ORD000291,CUST00302,PROD0265,2025-04-16,2,2007,1537,Sports,North
ORD000292,CUST04277,PROD0438,2025-06-02,5,1166,762,Electronics,North
ORD000293,CUST00607,PROD0464,2025-12-28,1,2630,1996,Sports,West
ORD000294,CUST03171,PROD0435,2025-11-03,1,526,295,Beauty,East
ORD000295,CUST00700,PROD0016,2025-01-07,3,1520,1005,Sports,North
ORD000296,CUST01140,PROD0268,2025-04-23,5,1271,899,Beauty,West
ORD000297,CUST00191,PROD0102,2025-07-08,2,3385,2529,Beauty,West
ORD000298,CUST02301,PROD0404,2025-10-08,4,370,287,Sports,East
ORD000299,CUST00981,PROD0437,2025-12-09,4,208,170,Fashion,South
ORD000300,CUST02976,PROD0287,2025-09-11,4,4713,3018,Beauty,West
ORD000301,CUST01185,PROD0222,2025-04-02,2,3914,2010,Home,East
ORD000302,CUST03328,PROD0021,2025-07-23,2,2557,2024,Fashion,North
ORD000303,CUST03395,PROD0387,2025-01-08,3,3621,2960,Fashion,South
ORD000304,CUST00128,PROD0021,2025-08-30,3,384,252,Sports,South
ORD000305,CUST02066,PROD0092,2025-08-15,4,1419,1157,Fashion,West
ORD000306,CUST01817,PROD0284,2025-10-08,5,4265,3254,Home,South
ORD000307,CUST00570,PROD0133,2025-08-10,2,1858,1046,Sports,West
ORD000308,CUST01896,PROD0327,2025-08-16,5,452,318,Home,East
ORD000309,CUST02734,PROD0453,2025-02-22,3,1021,616,Electronics,West
ORD000310,CUST03864,PROD0329,2025-10-08,5,1615,975,Electronics,South
ORD000311,CUST04722,PROD0175,2025-01-26,1,1174,747,Beauty,South
ORD000312,CUST04015,PROD0213,2025-01-08,2,993,560,Fashion,West
ORD000313,CUST02902,PROD0148,2025-07-16,2,4180,2245,Home,East
ORD000314,CUST01687,PROD0422,2025-05-27,4,3728,3045,Sports,North
ORD000315,CUST03010,PROD0232,2025-07-23,4,1769,916,Electronics,East
ORD000316,CUST00155,PROD0372,2025-08-12,4,1401,772,Sports,West
ORD000317,CUST02538,PROD0165,2025-07-17,1,4099,3442,Home,North
ORD000318,CUST01410,PROD0314,2025-09-04,4,3718,2947,Fashion,North
ORD000319,CUST04058,PROD0145,2025-09-21,4,1291,883,Electronics,West
ORD000320,CUST00785,PROD0298,2025-07-06,2,2973,1780,Beauty,West
ORD000321,CUST03176,PROD0476,2025-05-13,5,4884,2516,Home,West
ORD000322,CUST04342,PROD0223,2025-11-29,2,3945,2986,Sports,South
ORD000323,CUST02807,PROD0353,2025-06-08,5,2322,1679,Fashion,West
ORD000324,CUST00538,PROD0416,2025-04-28,2,686,370,Electronics,West
ORD000325,CUST01842,PROD0062,2025-02-15,1,725,388,Home,South
ORD000326,CUST02456,PROD0096,2025-05-12,5,1101,774,Electronics,East
ORD000327,CUST00525,PROD0112,2025-12-15,1,1901,1007,Home,South
ORD000328,CUST02951,PROD0376,2025-02-01,2,843,601,Electronics,South
ORD000329,CUST04132,PROD0087,2025-04-07,3,3371,2219,Electronics,East
ORD000330,CUST04781,PROD0405,2025-03-19,1,2945,2083,Fashion,North
ORD000331,CUST04116,PROD0473,2025-12-05,4,2269,1756,Sports,South
ORD000332,CUST02369,PROD0417,2025-11-04,3,4097,3118,Fashion,West
ORD000333,CUST03848,PROD0255,2025-09-24,2,2385,1204,Home,South
ORD000334,CUST04496,PROD0451,2025-09-22,3,4227,2566,Beauty,South
ORD000335,CUST02702,PROD0390,2025-07-04,1,4743,3749,Sports,West
ORD000336,CUST00972,PROD0113,2025-07-03,3,1987,1030,Beauty,South
ORD000337,CUST01167,PROD0254,2025-02-20,2,1230,631,Electronics,South
ORD000338,CUST04930,PROD0348,2025-08-08,3,1274,730,Electronics,West
ORD000339,CUST02775,PROD0322,2025-01-02,1,1479,1047,Beauty,South
ORD000340,CUST01983,PROD0032,2025-03-18,5,2331,1598,Beauty,West
ORD000341,CUST00854,PROD0064,2025-12-29,5,4673,3440,Sports,South
ORD000342,CUST04147,PROD0154,2025-11-21,1,2961,2480,Sports,West
ORD000343,CUST03737,PROD0446,2025-02-08,2,2423,1685,Home,East
ORD000344,CUST03770,PROD0005,2025-02-03,3,3274,2226,Home,East
ORD000345,CUST00575,PROD0395,2025-08-18,4,996,793,Fashion,South
ORD000346,CUST03262,PROD0384,2025-06-20,1,2727,1388,Fashion,South
ORD000347,CUST01149,PROD0330,2025-09-08,3,4857,4000,Electronics,South
ORD000348,CUST01716,PROD0463,2025-03-07,2,4359,2504,Electronics,West
ORD000349,CUST04778,PROD0210,2025-12-19,3,3251,2104,Electronics,East
ORD000350,CUST04934,PROD0433,2025-01-27,2,664,515,Fashion,East
ORD000351,CUST03855,PROD0462,2025-03-08,1,2046,1383,Sports,South
ORD000352,CUST02492,PROD0092,2025-07-09,3,1317,925,Beauty,South
ORD000353,CUST02661,PROD0222,2025-11-16,4,586,432,Home,North
ORD000354,CUST03125,PROD0190,2025-08-31,4,2469,1686,Home,South
ORD000355,CUST03052,PROD0060,2025-04-28,3,4904,2535,Fashion,North
ORD000356,CUST00005,PROD0205,2025-06-18,1,2535,1726,Fashion,North
ORD000357,CUST04870,PROD0212,2025-03-28,5,278,209,Beauty,North
